exhibit,file_number,exhibit_type,court_clause_length,file_name,period,filling_date,fiscal_year_end,address_business,irs_number,filename,sic,company_name,law_clause_length,film_number,filesize,public_document_count,accession_number,file_url,act,company_cik
8-K,001-16789,EX-10.2,191,d948919dex102.htm,6/18/2015,6/24/2015,1231,51 SAWYER ROAD SUITE 200 WALTHAM MA 02453 7816473900,43565120,1145460..000119312515233453..d948919dex102.htm,2835,ALERE INC.,36,15949626,242178,5,0001193125-15-233453,https://www.sec.gov/Archives/edgar/data/1145460/000119312515233453/d948919dex102.htm,34,1145460
8-K,001-16789,EX-10.1,0,d33523dex101.htm,9/30/2015,10/6/2015,1231,51 SAWYER ROAD SUITE 200 WALTHAM MA 02453 7816473900,43565120,1145460..000119312515338530..d33523dex101.htm,2835,ALERE INC.,202,151146470,49051,2,0001193125-15-338530,https://www.sec.gov/Archives/edgar/data/1145460/000119312515338530/d33523dex101.htm,34,1145460
10-K,000-33021,EX-10.1,0,g81556exv10w1.txt,12/31/2002,3/28/2003,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000095014403004024..g81556exv10w1.txt,6021,GREER BANCSHARES INC,0,3624483,18140,7,0000950144-03-004024,https://www.sec.gov/Archives/edgar/data/1145547/000095014403004024/g81556exv10w1.txt,34,1145547
10-K,000-33021,EX-10.2,0,g81556exv10w2.txt,12/31/2002,3/28/2003,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000095014403004024..g81556exv10w2.txt,6021,GREER BANCSHARES INC,0,3624483,21561,7,0000950144-03-004024,https://www.sec.gov/Archives/edgar/data/1145547/000095014403004024/g81556exv10w2.txt,34,1145547
10-K,000-33021,EX-10.3,0,g81556exv10w3.txt,12/31/2002,3/28/2003,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000095014403004024..g81556exv10w3.txt,6021,GREER BANCSHARES INC,0,3624483,25046,7,0000950144-03-004024,https://www.sec.gov/Archives/edgar/data/1145547/000095014403004024/g81556exv10w3.txt,34,1145547
10-K,000-33021,EX-10.4,0,g81556exv10w4.txt,12/31/2002,3/28/2003,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000095014403004024..g81556exv10w4.txt,6021,GREER BANCSHARES INC,46,3624483,31781,7,0000950144-03-004024,https://www.sec.gov/Archives/edgar/data/1145547/000095014403004024/g81556exv10w4.txt,34,1145547
8-K,000-33021,EX-10.1,0,d30319_ex10-1.htm,3/20/2013,3/26/2013,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000114544313000839..d30319_ex10-1.htm,6021,GREER BANCSHARES INC,0,13715708,16207,3,0001145443-13-000839,https://www.sec.gov/Archives/edgar/data/1145547/000114544313000839/d30319_ex10-1.htm,34,1145547
8-K,000-33021,EX-10.1,0,d31437_ex10-1.htm,6/11/2014,6/11/2014,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000114544314000879..d31437_ex10-1.htm,6021,GREER BANCSHARES INC,34,14903880,17561,3,0001145443-14-000879,https://www.sec.gov/Archives/edgar/data/1145547/000114544314000879/d31437_ex10-1.htm,34,1145547
8-K,000-33021,EX-10.2,61,d31437_ex10-2.htm,6/11/2014,6/11/2014,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000114544314000879..d31437_ex10-2.htm,6021,GREER BANCSHARES INC,69,14903880,92887,3,0001145443-14-000879,https://www.sec.gov/Archives/edgar/data/1145547/000114544314000879/d31437_ex10-2.htm,34,1145547
8-K,000-33021,EX-10.1,0,d31559_ex10-1.htm,7/23/2014,7/28/2014,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000114544314000960..d31559_ex10-1.htm,6021,GREER BANCSHARES INC,34,14996596,16032,4,0001145443-14-000960,https://www.sec.gov/Archives/edgar/data/1145547/000114544314000960/d31559_ex10-1.htm,34,1145547
8-K,000-33021,EX-10.2,61,d31559_ex10-2.htm,7/23/2014,7/28/2014,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000114544314000960..d31559_ex10-2.htm,6021,GREER BANCSHARES INC,69,14996596,91568,4,0001145443-14-000960,https://www.sec.gov/Archives/edgar/data/1145547/000114544314000960/d31559_ex10-2.htm,34,1145547
8-K,000-33021,EX-10.1,0,d31677ex10-1.htm,9/5/2014,9/19/2014,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000114544314001178..d31677ex10-1.htm,6021,GREER BANCSHARES INC,59,141111626,59778,3,0001145443-14-001178,https://www.sec.gov/Archives/edgar/data/1145547/000114544314001178/d31677ex10-1.htm,34,1145547
8-K,000-33021,EX-10.1,0,dex101.htm,7/13/2004,3/29/2005,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312505063503..dex101.htm,6021,GREER BANCSHARES INC,34,5710280,81891,2,0001193125-05-063503,https://www.sec.gov/Archives/edgar/data/1145547/000119312505063503/dex101.htm,34,1145547
8-K,000-33021,EX-10.1,0,dex101.htm,7/26/2005,8/1/2005,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312505153856..dex101.htm,6021,GREER BANCSHARES INC,38,5989050,106747,4,0001193125-05-153856,https://www.sec.gov/Archives/edgar/data/1145547/000119312505153856/dex101.htm,34,1145547
8-K,000-33021,EX-10.2,0,dex102.htm,7/26/2005,8/1/2005,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312505153856..dex102.htm,6021,GREER BANCSHARES INC,0,5989050,6095,4,0001193125-05-153856,https://www.sec.gov/Archives/edgar/data/1145547/000119312505153856/dex102.htm,34,1145547
10-Q,000-33021,EX-10.1,0,dex101.htm,6/30/2005,8/15/2005,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312505168521..dex101.htm,6021,GREER BANCSHARES INC,34,51026512,193881,5,0001193125-05-168521,https://www.sec.gov/Archives/edgar/data/1145547/000119312505168521/dex101.htm,34,1145547
8-K,000-33021,EX-10.1,0,dex101.htm,12/28/2006,1/4/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507001405..dex101.htm,6021,GREER BANCSHARES INC,56,7508947,423139,5,0001193125-07-001405,https://www.sec.gov/Archives/edgar/data/1145547/000119312507001405/dex101.htm,34,1145547
8-K,000-33021,EX-10.2,114,dex102.htm,12/28/2006,1/4/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507001405..dex102.htm,6021,GREER BANCSHARES INC,47,7508947,98452,5,0001193125-07-001405,https://www.sec.gov/Archives/edgar/data/1145547/000119312507001405/dex102.htm,34,1145547
8-K,000-33021,EX-10.3,264,dex103.htm,12/28/2006,1/4/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507001405..dex103.htm,6021,GREER BANCSHARES INC,37,7508947,404240,5,0001193125-07-001405,https://www.sec.gov/Archives/edgar/data/1145547/000119312507001405/dex103.htm,34,1145547
8-K,000-33021,EX-10.4,262,dex104.htm,12/28/2006,1/4/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507001405..dex104.htm,6021,GREER BANCSHARES INC,65,7508947,202618,5,0001193125-07-001405,https://www.sec.gov/Archives/edgar/data/1145547/000119312507001405/dex104.htm,34,1145547
10-K,000-33021,EX-10.10,0,dex1010.htm,12/31/2006,4/2/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507071913..dex1010.htm,6021,GREER BANCSHARES INC,0,7737685,8620,28,0001193125-07-071913,https://www.sec.gov/Archives/edgar/data/1145547/000119312507071913/dex1010.htm,34,1145547
10-K,000-33021,EX-10.11,0,dex1011.htm,12/31/2006,4/2/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507071913..dex1011.htm,6021,GREER BANCSHARES INC,34,7737685,112023,28,0001193125-07-071913,https://www.sec.gov/Archives/edgar/data/1145547/000119312507071913/dex1011.htm,34,1145547
10-K,000-33021,EX-10.12,0,dex1012.htm,12/31/2006,4/2/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507071913..dex1012.htm,6021,GREER BANCSHARES INC,34,7737685,69504,28,0001193125-07-071913,https://www.sec.gov/Archives/edgar/data/1145547/000119312507071913/dex1012.htm,34,1145547
10-K,000-33021,EX-10.14,0,dex1014.htm,12/31/2006,4/2/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507071913..dex1014.htm,6021,GREER BANCSHARES INC,0,7737685,5951,28,0001193125-07-071913,https://www.sec.gov/Archives/edgar/data/1145547/000119312507071913/dex1014.htm,34,1145547
10-K,000-33021,EX-10.15,0,dex1015.htm,12/31/2006,4/2/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507071913..dex1015.htm,6021,GREER BANCSHARES INC,34,7737685,68878,28,0001193125-07-071913,https://www.sec.gov/Archives/edgar/data/1145547/000119312507071913/dex1015.htm,34,1145547
10-K,000-33021,EX-10.18,0,dex1018.htm,12/31/2006,4/2/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507071913..dex1018.htm,6021,GREER BANCSHARES INC,38,7737685,48995,28,0001193125-07-071913,https://www.sec.gov/Archives/edgar/data/1145547/000119312507071913/dex1018.htm,34,1145547
10-K,000-33021,EX-10.4,0,dex104.htm,12/31/2006,4/2/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507071913..dex104.htm,6021,GREER BANCSHARES INC,48,7737685,84412,28,0001193125-07-071913,https://www.sec.gov/Archives/edgar/data/1145547/000119312507071913/dex104.htm,34,1145547
10-K,000-33021,EX-10.5,0,dex105.htm,12/31/2006,4/2/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507071913..dex105.htm,6021,GREER BANCSHARES INC,0,7737685,11398,28,0001193125-07-071913,https://www.sec.gov/Archives/edgar/data/1145547/000119312507071913/dex105.htm,34,1145547
10-K,000-33021,EX-10.6,0,dex106.htm,12/31/2006,4/2/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507071913..dex106.htm,6021,GREER BANCSHARES INC,64,7737685,19739,28,0001193125-07-071913,https://www.sec.gov/Archives/edgar/data/1145547/000119312507071913/dex106.htm,34,1145547
10-K,000-33021,EX-10.7,0,dex107.htm,12/31/2006,4/2/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507071913..dex107.htm,6021,GREER BANCSHARES INC,34,7737685,54384,28,0001193125-07-071913,https://www.sec.gov/Archives/edgar/data/1145547/000119312507071913/dex107.htm,34,1145547
10-K,000-33021,EX-10.8,0,dex108.htm,12/31/2006,4/2/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507071913..dex108.htm,6021,GREER BANCSHARES INC,34,7737685,95982,28,0001193125-07-071913,https://www.sec.gov/Archives/edgar/data/1145547/000119312507071913/dex108.htm,34,1145547
8-K,000-33021,EX-10.1,0,dex101.htm,7/26/2007,8/1/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507168238..dex101.htm,6021,GREER BANCSHARES INC,0,71017155,9437,5,0001193125-07-168238,https://www.sec.gov/Archives/edgar/data/1145547/000119312507168238/dex101.htm,34,1145547
8-K,000-33021,EX-10.2,0,dex102.htm,7/26/2007,8/1/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507168238..dex102.htm,6021,GREER BANCSHARES INC,34,71017155,136744,5,0001193125-07-168238,https://www.sec.gov/Archives/edgar/data/1145547/000119312507168238/dex102.htm,34,1145547
8-K,000-33021,EX-10.3,0,dex103.htm,7/26/2007,8/1/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507168238..dex103.htm,6021,GREER BANCSHARES INC,34,71017155,203834,5,0001193125-07-168238,https://www.sec.gov/Archives/edgar/data/1145547/000119312507168238/dex103.htm,34,1145547
8-K,000-33021,EX-10.4,0,dex104.htm,7/26/2007,8/1/2007,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312507168238..dex104.htm,6021,GREER BANCSHARES INC,34,71017155,166760,5,0001193125-07-168238,https://www.sec.gov/Archives/edgar/data/1145547/000119312507168238/dex104.htm,34,1145547
8-K,000-33021,EX-10.1,0,dex101.htm,12/30/2008,1/5/2009,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312509000843..dex101.htm,6021,GREER BANCSHARES INC,0,9503730,6546,3,0001193125-09-000843,https://www.sec.gov/Archives/edgar/data/1145547/000119312509000843/dex101.htm,34,1145547
8-K,000-33021,EX-10.2,0,dex102.htm,12/30/2008,1/5/2009,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312509000843..dex102.htm,6021,GREER BANCSHARES INC,0,9503730,8559,3,0001193125-09-000843,https://www.sec.gov/Archives/edgar/data/1145547/000119312509000843/dex102.htm,34,1145547
8-K,000-33021,EX-10.1,0,dex101.htm,1/30/2009,2/3/2009,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312509017668..dex101.htm,6021,GREER BANCSHARES INC,0,9565752,2565,10,0001193125-09-017668,https://www.sec.gov/Archives/edgar/data/1145547/000119312509017668/dex101.htm,34,1145547
8-K,000-33021,EX-10.2,0,dex102.htm,1/30/2009,2/3/2009,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312509017668..dex102.htm,6021,GREER BANCSHARES INC,0,9565752,17438,10,0001193125-09-017668,https://www.sec.gov/Archives/edgar/data/1145547/000119312509017668/dex102.htm,34,1145547
8-K,000-33021,EX-10.1,0,dex101.htm,3/1/2011,3/7/2011,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312511057100..dex101.htm,6021,GREER BANCSHARES INC,0,11666839,82893,3,0001193125-11-057100,https://www.sec.gov/Archives/edgar/data/1145547/000119312511057100/dex101.htm,34,1145547
8-K,000-33021,EX-10.1,0,dex101.htm,7/7/2011,7/13/2011,1231,1111 W POINSETT ST GREER SC 29650 8648772000,571126200,1145547..000119312511187606..dex101.htm,6021,GREER BANCSHARES INC,0,11966027,20048,2,0001193125-11-187606,https://www.sec.gov/Archives/edgar/data/1145547/000119312511187606/dex101.htm,34,1145547
8-K,000-33211,EX-2.1,147,v85544exv2w1.txt,10/23/2002,11/4/2002,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000095014802002572..v85544exv2w1.txt,2834,VITAL LIVING INC,147,2807247,154819,5,0000950148-02-002572,https://www.sec.gov/Archives/edgar/data/1145700/000095014802002572/v85544exv2w1.txt,34,1145700
8-K,000-33211,EX-2.1,101,v91254exv2w1.txt,6/25/2003,7/2/2003,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000095014803001653..v91254exv2w1.txt,2834,VITAL LIVING INC,101,3769573,124369,3,0000950148-03-001653,https://www.sec.gov/Archives/edgar/data/1145700/000095014803001653/v91254exv2w1.txt,34,1145700
8-K,000-33211,EX-10.1,0,v91428exv10w1.txt,7/2/2003,7/16/2003,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000095014803001746..v91428exv10w1.txt,2834,VITAL LIVING INC,24,3789917,36271,4,0000950148-03-001746,https://www.sec.gov/Archives/edgar/data/1145700/000095014803001746/v91428exv10w1.txt,34,1145700
8-K,000-33211,EX-2.1,101,v91428exv2w1.txt,7/2/2003,7/16/2003,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000095014803001746..v91428exv2w1.txt,2834,VITAL LIVING INC,101,3789917,104173,4,0000950148-03-001746,https://www.sec.gov/Archives/edgar/data/1145700/000095014803001746/v91428exv2w1.txt,34,1145700
8-K,000-33211,EX-10.1,356,v92885exv10w1.txt,8/21/2003,9/8/2003,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000095014803002200..v92885exv10w1.txt,2834,VITAL LIVING INC,356,3884723,90284,10,0000950148-03-002200,https://www.sec.gov/Archives/edgar/data/1145700/000095014803002200/v92885exv10w1.txt,34,1145700
8-K,000-33211,EX-10.2,362,v92885exv10w2.txt,8/21/2003,9/8/2003,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000095014803002200..v92885exv10w2.txt,2834,VITAL LIVING INC,362,3884723,40223,10,0000950148-03-002200,https://www.sec.gov/Archives/edgar/data/1145700/000095014803002200/v92885exv10w2.txt,34,1145700
8-K,000-33211,EX-10.3,225,v92885exv10w3.txt,8/21/2003,9/8/2003,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000095014803002200..v92885exv10w3.txt,2834,VITAL LIVING INC,24,3884723,51457,10,0000950148-03-002200,https://www.sec.gov/Archives/edgar/data/1145700/000095014803002200/v92885exv10w3.txt,34,1145700
8-K,000-33211,EX-10.4,0,v92885exv10w4.txt,8/21/2003,9/8/2003,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000095014803002200..v92885exv10w4.txt,2834,VITAL LIVING INC,24,3884723,17075,10,0000950148-03-002200,https://www.sec.gov/Archives/edgar/data/1145700/000095014803002200/v92885exv10w4.txt,34,1145700
8-K,000-33211,EX-2.1,78,v92885exv2w1.txt,8/21/2003,9/8/2003,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000095014803002200..v92885exv2w1.txt,2834,VITAL LIVING INC,78,3884723,113626,10,0000950148-03-002200,https://www.sec.gov/Archives/edgar/data/1145700/000095014803002200/v92885exv2w1.txt,34,1145700
8-K,000-33211,EX-2.2,113,v92885exv2w2.txt,8/21/2003,9/8/2003,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000095014803002200..v92885exv2w2.txt,2834,VITAL LIVING INC,113,3884723,32387,10,0000950148-03-002200,https://www.sec.gov/Archives/edgar/data/1145700/000095014803002200/v92885exv2w2.txt,34,1145700
8-K,000-33211,EX-2.3,0,v92885exv2w3.txt,8/21/2003,9/8/2003,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000095014803002200..v92885exv2w3.txt,2834,VITAL LIVING INC,39,3884723,27176,10,0000950148-03-002200,https://www.sec.gov/Archives/edgar/data/1145700/000095014803002200/v92885exv2w3.txt,34,1145700
8-K,000-33211,EX-10.1,162,vtlv8k121503ex101.txt,12/15/2003,12/19/2003,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000109489103000352..vtlv8k121503ex101.txt,2834,VITAL LIVING INC,162,31065560,36535,8,0001094891-03-000352,https://www.sec.gov/Archives/edgar/data/1145700/000109489103000352/vtlv8k121503ex101.txt,34,1145700
8-K,000-33211,EX-10.2,0,vtlv8k121503ex102.txt,12/15/2003,12/19/2003,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000109489103000352..vtlv8k121503ex102.txt,2834,VITAL LIVING INC,103,31065560,16907,8,0001094891-03-000352,https://www.sec.gov/Archives/edgar/data/1145700/000109489103000352/vtlv8k121503ex102.txt,34,1145700
8-K,000-33211,EX-10.1,191,v06571ex10-1.txt,9/3/2004,9/8/2004,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000114420404013997..v06571ex10-1.txt,2834,VITAL LIVING INC,191,41020076,66273,3,0001144204-04-013997,https://www.sec.gov/Archives/edgar/data/1145700/000114420404013997/v06571ex10-1.txt,34,1145700
8-K,000-33211,EX-10.2,0,v06571ex10-2.txt,9/3/2004,9/8/2004,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000114420404013997..v06571ex10-2.txt,2834,VITAL LIVING INC,62,41020076,17623,3,0001144204-04-013997,https://www.sec.gov/Archives/edgar/data/1145700/000114420404013997/v06571ex10-2.txt,34,1145700
8-K,000-33211,EX-10.44,0,v013307_ex10-44.txt,2/15/2005,2/18/2005,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000114420405005556..v013307_ex10-44.txt,2834,VITAL LIVING INC,44,5627613,27524,3,0001144204-05-005556,https://www.sec.gov/Archives/edgar/data/1145700/000114420405005556/v013307_ex10-44.txt,34,1145700
8-K,000-33211,EX-10.45,0,v013307_ex10-45.txt,2/15/2005,2/18/2005,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000114420405005556..v013307_ex10-45.txt,2834,VITAL LIVING INC,44,5627613,27266,3,0001144204-05-005556,https://www.sec.gov/Archives/edgar/data/1145700/000114420405005556/v013307_ex10-45.txt,34,1145700
8-K,000-33211,EX-10.51,0,v072317_ex10-51.htm,4/19/2007,4/24/2007,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000114420407020168..v072317_ex10-51.htm,2834,VITAL LIVING INC,21,7782697,43765,2,0001144204-07-020168,https://www.sec.gov/Archives/edgar/data/1145700/000114420407020168/v072317_ex10-51.htm,34,1145700
8-K,000-33211,EX-2.4,146,v089514_ex2-4.htm,9/28/2007,10/4/2007,1231,"5080 NORTH 40TH STREET, SUITE 105 PHOENIX AZ 85018 602-952-9909",880485596,1145700..000114420407052796..v089514_ex2-4.htm,2834,VITAL LIVING INC,146,71155570,308461,2,0001144204-07-052796,https://www.sec.gov/Archives/edgar/data/1145700/000114420407052796/v089514_ex2-4.htm,34,1145700
S-4,333-126640-01,EX-10.1,0,k96200exv10w1.txt,,7/15/2005,1231,8400 NORMANDALE LAKE BLVD SUITE 250 MINNEAPOLIS MN 55437 9528576415,930891336,1145701..000095012405004263..k96200exv10w1.txt,6189,RESIDENTIAL FUNDING CORP,23,5957886,35824,19,0000950124-05-004263,https://www.sec.gov/Archives/edgar/data/1145701/000095012405004263/k96200exv10w1.txt,33,1145701
8-K,333-66994,EX-10.1,82,stockpurchase-ex101.txt,1/20/2003,1/24/2003,1231,11658 WEST 75TH STREET SHAWNEE KS 66214 9134386622,431932733,1145761..000111650203000050..stockpurchase-ex101.txt,7361,HERITAGE COMPANIES INC,82,3524686,27675,2,0001116502-03-000050,https://www.sec.gov/Archives/edgar/data/1145761/000111650203000050/stockpurchase-ex101.txt,34,1145761
8-K,333-66994,EX-2.01,0,agreement.htm,12/17/2002,12/19/2002,1231,11658 WEST 75TH STREET SHAWNEE KS 66214 9134386622,431932733,1145761..000114576102000025..agreement.htm,7361,HERITAGE COMPANIES INC,0,2862747,6180,3,0001145761-02-000025,https://www.sec.gov/Archives/edgar/data/1145761/000114576102000025/agreement.htm,34,1145761
8-K,333-66994,EX-2.1,198,ex2_1.htm,1/7/2008,1/7/2008,1231,20337 RIMVIEW PLACE WALNUT CA 91789 (909) 468-2840,431932733,1145761..000121465908000029..ex2_1.htm,1220,SONGZAI INTERNATIONAL HOLDING GROUP INC,17,8514244,351755,2,0001214659-08-000029,https://www.sec.gov/Archives/edgar/data/1145761/000121465908000029/ex2_1.htm,34,1145761
10-K,333-66994,EX-10.1,129,ex10_1.htm,12/31/2007,4/10/2008,1231,20337 RIMVIEW PLACE WALNUT CA 91789 (909) 468-2840,431932733,1145761..000121465908000818..ex10_1.htm,1220,SONGZAI INTERNATIONAL HOLDING GROUP INC,21,8750805,136103,23,0001214659-08-000818,https://www.sec.gov/Archives/edgar/data/1145761/000121465908000818/ex10_1.htm,34,1145761
10-K,333-66994,EX-10.2,100,ex10_2.htm,12/31/2007,4/10/2008,1231,20337 RIMVIEW PLACE WALNUT CA 91789 (909) 468-2840,431932733,1145761..000121465908000818..ex10_2.htm,1220,SONGZAI INTERNATIONAL HOLDING GROUP INC,0,8750805,56392,23,0001214659-08-000818,https://www.sec.gov/Archives/edgar/data/1145761/000121465908000818/ex10_2.htm,34,1145761
8-K,333-66994,EX-10.1,0,ex10_1.htm,6/9/2008,6/10/2008,1231,20337 RIMVIEW PLACE WALNUT CA 91789 (909) 468-2840,431932733,1145761..000121465908001330..ex10_1.htm,1220,SONGZAI INTERNATIONAL HOLDING GROUP INC,37,8890382,24598,3,0001214659-08-001330,https://www.sec.gov/Archives/edgar/data/1145761/000121465908001330/ex10_1.htm,34,1145761
8-K,333-66994,EX-10.2,0,ex10_2.htm,6/9/2008,6/10/2008,1231,20337 RIMVIEW PLACE WALNUT CA 91789 (909) 468-2840,431932733,1145761..000121465908001330..ex10_2.htm,1220,SONGZAI INTERNATIONAL HOLDING GROUP INC,0,8890382,38538,3,0001214659-08-001330,https://www.sec.gov/Archives/edgar/data/1145761/000121465908001330/ex10_2.htm,34,1145761
8-K,333-66994,EX-10.2,0,ex10-2.htm,8/15/2008,8/19/2008,1231,20337 RIMVIEW PLACE WALNUT CA 91789 (909) 468-2840,431932733,1145761..000121465908001903..ex10-2.htm,1220,SONGZAI INTERNATIONAL HOLDING GROUP INC,0,81027320,32183,3,0001214659-08-001903,https://www.sec.gov/Archives/edgar/data/1145761/000121465908001903/ex10-2.htm,34,1145761
8-K,333-66994,EX-10.1,0,ex10_1.htm,8/15/2008,8/19/2008,1231,20337 RIMVIEW PLACE WALNUT CA 91789 (909) 468-2840,431932733,1145761..000121465908001903..ex10_1.htm,1220,SONGZAI INTERNATIONAL HOLDING GROUP INC,31,81027320,55992,3,0001214659-08-001903,https://www.sec.gov/Archives/edgar/data/1145761/000121465908001903/ex10_1.htm,34,1145761
8-K,333-66994,EX-10.1,0,ex10_1.htm,2/27/2009,3/5/2009,1231,"17890 CASTLETON ST., SUITE 112 CITY OF INDUSTRY CA 91748 (909) 468-2840",431932733,1145761..000121465909000451..ex10_1.htm,1220,SONGZAI INTERNATIONAL HOLDING GROUP INC,181,9656711,36266,5,0001214659-09-000451,https://www.sec.gov/Archives/edgar/data/1145761/000121465909000451/ex10_1.htm,34,1145761
8-K,333-66994,EX-10.2,466,ex10_2.htm,2/27/2009,3/5/2009,1231,"17890 CASTLETON ST., SUITE 112 CITY OF INDUSTRY CA 91748 (909) 468-2840",431932733,1145761..000121465909000451..ex10_2.htm,1220,SONGZAI INTERNATIONAL HOLDING GROUP INC,43,9656711,58328,5,0001214659-09-000451,https://www.sec.gov/Archives/edgar/data/1145761/000121465909000451/ex10_2.htm,34,1145761
8-K,333-66994,EX-10.3,0,ex10_3.htm,2/27/2009,3/5/2009,1231,"17890 CASTLETON ST., SUITE 112 CITY OF INDUSTRY CA 91748 (909) 468-2840",431932733,1145761..000121465909000451..ex10_3.htm,1220,SONGZAI INTERNATIONAL HOLDING GROUP INC,0,9656711,29816,5,0001214659-09-000451,https://www.sec.gov/Archives/edgar/data/1145761/000121465909000451/ex10_3.htm,34,1145761
8-K,333-66994,EX-10.1,0,ex10_1.htm,3/10/2009,3/13/2009,1231,"17890 CASTLETON ST., SUITE 112 CITY OF INDUSTRY CA 91748 (909) 468-2840",431932733,1145761..000121465909000572..ex10_1.htm,1220,SONGZAI INTERNATIONAL HOLDING GROUP INC,0,9681230,73014,3,0001214659-09-000572,https://www.sec.gov/Archives/edgar/data/1145761/000121465909000572/ex10_1.htm,34,1145761
